Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
4908,"Die Cut Mask 44X, Left Windshield Mask, no tab. Part # 2519547 38.719"" x 16.4""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Mask - 44X, Left Windshield Mask, no tab. Part # 2519547 - 38.719"" x 16.4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,3.48,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"6/29/2021 - RB - Need to laminate multiple rolls so we can run more across on FC.
3/25/2021  BH Look to see if we can run 2-3 out on FC"
4909,"Die Cut Mask 44X, Right Windshield Mask, no tab. Part # 2519548 38.719"" x 16.4""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Mask - 44X, Right Windshield Mask, no tab. Part # 2519548 - 38.719"" x 16.4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,3.48,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"6/29/2021 - RB - Need to laminate multiple rolls so we can run more across on FC.
3/25/2021  BH Look to see if we can run 2-3 out on FC
7/1/2020 - RB - Have run successfully many times since note below.  Removing See Engineering.
11/22/2017 - Skip - Marked to See Engineering to follow up to see how this job performs by doing the laminating on Pace instead of the Azco. "
4924,Butt Cut Tape Double Sided Case Insulation Tape Tabbed 14mm x 15.5mm,5,Unit-Base M (Use for Finished Goods),7,Butt Cut Tape - Double Sided Case Insulation Tape Tabbed - 14mm x 15.5mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,17.44,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Eric After Signoff,EDD - 2/5/2020 - Needs RAM Scope or Keyence Routine
4951,"Sheeted Part 1/8""T UHMW with VHB 1"" x 7""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 1/8""T UHMW with VHB - 1"" x 7""",Strouse-HQ,"PLEASE CHECK SAMPLE AREA FOR FREE VHB TO USE, MANY TIMES THERE ARE ROLLS THERE.",TRUE,Average,Default Cost Category,TRUE,31650.06,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4980,"Die Cut Mask 3.0625"" diameter Reflector mask with tab 3.0625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Mask - 3.0625"" diameter Reflector mask with tab - 3.0625"" Dia",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,205.63,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4982,"Butt Cut Part 3M 5354 ""Weatherban"" Sealant Tape, .125"" Thick, 50' rolls 1.5"" x 0.75"" W",5,Unit-Base M (Use for Finished Goods),7,"Butt Cut Part - 3M 5354 ""Weatherban"" Sealant Tape, .125"" Thick, 50' rolls - 1.5"" x 0.75"" W",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,195,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5005,"Butt Cut Adh Transfer Tape 3M 468MP 0.82"" x 0.75""",5,Unit-Base M (Use for Finished Goods),7,"Butt Cut Adh Transfer Tape -  3M 468MP  - 0.82"" x 0.75""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,56.51,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"New estimate created with ""M"" unit. Q 54180.
DDebus.  1/6/2022"
5108,"Sheeted Sets Mated Dual Lock 1 1/2"" x 1""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Sets - Mated Dual Lock - 1 1/2"" x 1""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,525,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5158,"Sheeted Part Screen Protector 2.115"" x 2.830""",3,"Each (Use for Boxes, Bags, Cores, Cases)",21,"Sheeted Part - Screen Protector - 2.115"" x 2.830""",Strouse-HQ,"MUST BE SLIT ON PRESS
Intermec P/N  346-069-107
Dimple - OK 
Half moon - not
3/16/09 per Dave W",TRUE,Average,Default Cost Category,TRUE,21.1875,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5159,"Sheeted Part Screen Protector 2.115"" x 2.830""",3,"Each (Use for Boxes, Bags, Cores, Cases)",21,"Sheeted Part - Screen Protector - 2.115"" x 2.830""",Strouse-HQ,"MUST BE SLIT ON PRESS
Intermec P/N  346-069-207
-Visually inspect material before running for creases, wrinkles, debris, and abrasions. If damaged in any way ""Stop"" and notify quality. ",TRUE,Average,Default Cost Category,TRUE,13.684,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"Material Change to Kimoto Tech 
10/22/2021 FW"
5182,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 4.440""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 4.440""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,27.88,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5183,"Die Cut Part CSM Cu/Tin/PET w/ Adh. Laminate 0.375"" x 1.492""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Tin/PET w/ Adh. Laminate - 0.375"" x 1.492""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,17.48,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5184,"Die Cut Part CSM Cu/Tin/PET w/ Adh. Laminate 0.75"" x 5.883""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Tin/PET w/ Adh. Laminate - 0.75"" x 5.883""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,172.04,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5249,"Sheeted Part Screen Protector 2.16"" x 2.88""",3,"Each (Use for Boxes, Bags, Cores, Cases)",21,"Sheeted Part - Screen Protector - 2.16"" x 2.88""",Strouse-HQ,"MUST BE SLIT ON PRESS
Intermec part number 346-069-104
-Visually inspect material before running for creases, wrinkles, debris, and abrasions. If damaged in any way ""Stop"" and notify quality. ",TRUE,Average,Default Cost Category,TRUE,9.805,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5267,"Linered Mask Armor Side Window Masking 20.375"" x 11.25""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Linered Mask - Armor Side Window Masking - 20.375"" x 11.25""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.6,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5277,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 4.048""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 4.048""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,67.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5278,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 4.886""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 4.886""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,31.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5279,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 2.042""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 2.042""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,14.58,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5280,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 1.920""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 1.920""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,14.224,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5281,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 2.292""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 2.292""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,19.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5282,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.75"" x 7.721""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.75"" x 7.721""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,155,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5283,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.75"" x 8.791""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.75"" x 8.791""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,243.7,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5308,"Die Cut Part 44X Side Window Mask 19.375"" x 13.500""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 44X Side Window Mask - 19.375"" x 13.500""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,2.48,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5354,"Sheeted Part ST-1116 on Extended Liner w/ printed backing ST-11161122 0.625"" x 3.125""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - ST-1116 on Extended Liner w/ printed backing ST-11161122 - 0.625"" x 3.125""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,2.891,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 300
  Print Cylinder: 80t
  Vendor: ",,
5371,"Die Cut Part Checkerboard Tamper Labels 0.75"" x 3.0""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Checkerboard Tamper Labels - 0.75"" x 3.0""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,915.53,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5470,"Die Cut Part Tail Light Mask 6.75"" x 5.34""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Tail Light Mask - 6.75"" x 5.34""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,454.04,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5473,"Die Cut Part Membrane, Carrier Sample Well 0.750"" x 4.492"" plus Tab",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Membrane, Carrier Sample Well - 0.750"" x 4.492"" plus Tab",Strouse-HQ," USE JJ # for Product ID #.
Package 100 parts per bag, making sure that all parts are oriented the same.

PLACE 25 PACKS IN A 6 x 6 x 6 BOX

PLACE 8 OF THE 6 x 6 x 6 BOXES INTO A 13 x 13 x13",TRUE,Average,Default Cost Category,TRUE,118.54,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5541,"Die Cut Part CSM Cu/Tin/PET w/ Adh. Laminate 0.375"" x 2.422""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Tin/PET w/ Adh. Laminate - 0.375"" x 2.422""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,25,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5542,"Die Cut Part CSM Cu/Tin/PET w/ Adh. Laminate 0.75"" x 6.299""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Tin/PET w/ Adh. Laminate - 0.75"" x 6.299""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.

6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.",TRUE,Average,Default Cost Category,TRUE,493.053,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket,"10/18/2021 - RB - Made obsolete.  This comment was in the watermark. - ""Photos of approved set up needed for the job jacket 02/13/2017""

7/28/2015 BH Changed to Obsolete to force updates."
5543,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 3.873""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 3.873""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,86.35,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5544,"Die Cut Part CSM Cu/Al/PET w/ Adh. Laminate 0.375"" x 5.362""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Al/PET w/ Adh. Laminate - 0.375"" x 5.362""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,40.05,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
5547,"Die Cut Part Rectangle w/ Tab VHB Tape 0.5"" x 3.75"" w/ 0.25"" tab",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Rectangle w/ Tab VHB Tape - 0.5"" x 3.75"" w/ 0.25"" tab",Strouse-HQ,"This job will not run on A3 due to the need for a 10"" underscore. MS
Please take updated pics the next time this job runs then notify engineering. SR
Use Ceve roller if necessary to prevent parts staying in die",TRUE,Average,Default Cost Category,TRUE,773.31,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See special comments,
